n backests overests
22 0.06225849662371292807984434913329890519158831098618110625897738520045171046984703237436106977896352077531996063295979445573337151127681754143910750365795080698231764739808600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 -1.00176636983615685143760026580592541093381032403736117056452015034457304978858316011651645203824179862386798495833822665903100455280490697634505708742068857649516181500930000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
23 0.06249743252392858641359585591035164643264543316929425503381409187794752518186575737208074420178685560744350074840680082755526003604180614807687682917488234647688589402913900000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 -1.00188253122445294527354535751700779034133752521957250931351326628838999884624183949531017066328831504483038863561034860509609570965156626833391485600599968356023257969740000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
24 0.06332764717248387849598032829746341430468512209102708344245901925842567802985462503965806102006967482753443292893542928247169712396735192239572431204447100000290322647237900000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 -1.00208666525310216326810802149924292861026652405689737849964076660906513583228748134136098956668814532832999964708894361821741439857450486446351069512763779210358813740010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
25 0.06332911987849243847989862188268657232110767349164982546887201912468144626943363083504692346940618378841191241190802723367049257677084387703578604862831356618475494211247600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 -1.00210886130738199252552584895609431467380998036484739626994508193057907953313871130614720382651814091446789068633653071333482935571309138552153408791386996289464432198940000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
26 0.06459885010203756148734528222335849756502686289927973438516939929209537885219315294248782919003029437860729460424873188224207913079352988260309362132228617451922121800981900000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 -1.00273989060702929675227900801884481102908634302115395848085523159567171465156691608950587766869171190979314877108946432630120101425326293931976229890488134853892947415090000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
27 0.06571868017714259903133038930623053893086109007622314719412744242141042087856632753213596977770458202904273326835416288101728422522550298463716146327613744163161687117042600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 -1.00276042728241914116993747534104568963920528142701918355631292516369858787257786675725153852915190979520183220082160833991275501140280376655746424914309684586471273857560000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
28 0.06611665737174744083269726006982087050342359209424176289492163514381492158726639673779949173410892776259248418236038477955146751261694042755761586690395359730384117618263100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 -1.00276700582733013992560985484423583351708845909197251869415942712829243239940540247819669805518019739424159878917668009347493934923811423655829292156139102603566101343000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
29 0.06611704752783269908754865746396556212131124534237700543390058852127878249212802395895537287158673022819371926385350253423429527200677000096954436172635274479934373125923100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 -1.00379234051494510622273473095746653805749677904780637483003320060498009033083812573687519692242637649095700665656364573838426746907702542451019194173675276599018302019210000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
30 0.06668539918718711011588793638421137012265202840118297203153030131109689768169918873897119963465126881830606073332142888503524429326898369404469640000472518593453707107649100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 -1.00390751600113302207792064028005767801791374238642865110488611466644164144995634634067371377238490884058243721412854051655377862038873826751486589750057166842571818492180000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
31 0.06669651168883636057301332745783670670738392030083997320709019968432533604820201769305726837881759837189987630152098744094337462111700605920954993775688899984036663389978100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 -1.00495927314912735796305332409799029963092554543356946663858432404578466394437990593053198939744699606373128391783340065531932458453285454904847073440070669188559377140320000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
32 0.06746552481447022040338731349474776487044957108096715669785083394996538586945790934761294493366860873118127456159037201457983450977293067955119402606758022001760968462243200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 -1.00511319799645135868205551752984499223472237304309657607584267208141082572770653918320373709505303281810118782426234743841296212611613796642443691763127451509300576360230000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
33 0.06752349160522643103702434749233895244087984595702527352231963098641546687632656456095330231359461280902539316820720925944252879508905014123705527626285177762675755251515800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 -1.00550252367306720145899444266088522291015668924526169752961171900213508640653251776117085733136384065185954052855655700681687685260021358616696327835831948733504310349810000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
34 0.06856672140706202722763924624909259017749929633793652107575799667562363322948553447358305388129958435738071844761859041172707087525553246087633217732941970983986331085893600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 -1.00550774174356984728216171936751237365162049060260238292623296358328208808931950189660402711650209173154800039585503583310201856691301060893107144940511179765723210101220000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
35 0.06857662337117525398618378670883944297165098397792746384823756222721737514085837865475313938727625025012313148023045382208818271977690706246696152005361703066520045411403700000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 -1.00627064665278483895664818717728881778742610994412377918465670056587679829130053821171914082884354429243668774865559423458493369772300497942144325934355400168075967207950000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
36 0.06864823241785918576914977062446005391501907397730981066576784262752145178989976926416845472793095918891901925044911840247248588594767552694164134881826814730470098155247900000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 -1.00639663327264812131565175305035590281655549314273301935270866428394029506442118670455990107131975178507858886080227377365946265840774003489625691033263122380881209006830000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
37 0.06975151930635051190998594354696185723847043298009581415286598201038356017504009822427792514412132556264675030683817440947148245051863578617574823393880599532003234970291700000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 -1.00639706986658736826796487168492724281165068734552405479170278371598917836168360510732347040712648720495939998966973477523324983663265104565704496020592580209935971014880000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
38 0.06976052077483028902499794215849452566722150981754460183398724530433491058903558057919680943176336070550320247626788931403969774755606639453157525020979532888605098701976200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 -1.00653080816752709073999608409828292219110766989622841930064676681224917447706677891128220724115432528086380565970897668268508270963486976525506077535369989388798414424350000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
39 0.07073142345217740431674806307087296765413083223001004925482046513979246595619915199850709382801220940386454040291855832627189086981128926399683452838010157547040202790395900000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 -1.00653235138245571356565555655004503435570441808200722144983502735272500728470542333081833458967578278096283350371480225442969758307163066850790430803036210867609242760480000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
40 0.07073164752290492993453314931843422357740869396465071603436709391230069575251372398223914619338325510705585405294651706741959165176382068287750634003326069355002052742472000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 -1.00686394134452317803607539406999247713734375943546098363582557151697288439859617171346462617481020036410967528366458133391135190354312136100702865416276712885325221237380000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
